invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I106296,C533524,Male,69,Toys,2,71.68,Debit Card,07-10-2021,Metrocity
I106297,C321216,Male,27,Cosmetics,5,203.3,Credit Card,13-05-2021,Metrocity
I106300,C291754,Female,41,Clothing,2,600.16,Cash,08-04-2021,Metrocity
I106302,C306739,Female,59,Shoes,4,2400.68,Credit Card,09-08-2022,Metrocity
I106306,C221738,Female,62,Clothing,4,1200.32,Cash,10-01-2023,Kanyon
I106307,C569006,Female,53,Books,1,15.15,Credit Card,10-11-2022,Metrocity
I106311,C868454,Male,60,Clothing,1,300.08,Credit Card,27-02-2023,Metrocity
I106313,C305684,Female,38,Clothing,4,1200.32,Credit Card,08-11-2022,Metrocity
I106320,C210127,Male,49,Books,3,45.45,Credit Card,16-07-2022,Kanyon
I106323,C580597,Female,53,Cosmetics,4,162.64,Cash,02-09-2022,Zorlu Center
I106326,C139651,Female,49,Toys,2,71.68,Cash,22-12-2022,Kanyon
I106328,C234363,Male,19,Food & Beverage,4,20.92,Cash,10-05-2021,Forum Istanbul
I106330,C182420,Male,39,Food & Beverage,5,26.15,Cash,12-05-2021,Metrocity
I106332,C257645,Male,46,Shoes,2,1200.34,Debit Card,02-03-2021,Viaport Outlet
I106341,C480387,Female,44,Clothing,5,1500.4,Cash,19-01-2023,Cevahir AVM
I106348,C153743,Female,23,Toys,1,35.84,Credit Card,16-08-2022,Kanyon
I106353,C328456,Female,45,Toys,3,107.52,Debit Card,11-05-2022,Metropol AVM
I106354,C215013,Male,27,Food & Beverage,1,5.23,Credit Card,08-10-2021,Zorlu Center
I106355,C487090,Male,43,Food & Beverage,5,26.15,Cash,10-06-2021,Mall of Istanbul
I106359,C238741,Female,30,Shoes,4,2400.68,Credit Card,02-11-2022,Cevahir AVM
I106360,C155560,Male,30,Souvenir,2,23.46,Cash,09-02-2023,Kanyon
I106362,C139892,Female,61,Food & Beverage,1,5.23,Cash,15-10-2021,Kanyon
I106369,C318863,Female,68,Food & Beverage,2,10.46,Credit Card,08-09-2021,Viaport Outlet
I106370,C186916,Female,49,Food & Beverage,3,15.69,Credit Card,13-12-2021,Istinye Park
I106372,C133370,Female,41,Cosmetics,4,162.64,Cash,04-07-2021,Emaar Square Mall
I106383,C176778,Female,50,Food & Beverage,3,15.69,Cash,15-09-2022,Emaar Square Mall
I106389,C195129,Female,47,Clothing,5,1500.4,Debit Card,16-02-2022,Istinye Park
I106391,C574426,Female,52,Clothing,3,900.24,Debit Card,24-02-2023,Metrocity
I106392,C322435,Female,51,Clothing,1,300.08,Credit Card,10-09-2022,Metropol AVM
I106397,C248993,Male,57,Clothing,4,1200.32,Credit Card,10-07-2022,Istinye Park
I106400,C100090,Female,62,Cosmetics,2,81.32,Cash,07-03-2022,Mall of Istanbul
I106401,C276840,Male,21,Clothing,1,300.08,Debit Card,16-04-2022,Cevahir AVM
I106408,C136791,Female,18,Food & Beverage,5,26.15,Debit Card,11-07-2021,Metrocity
I106411,C250274,Female,23,Food & Beverage,2,10.46,Debit Card,16-04-2022,Metrocity
I106412,C279941,Female,67,Clothing,1,300.08,Credit Card,16-05-2022,Metrocity
I106413,C149678,Male,59,Food & Beverage,5,26.15,Credit Card,06-11-2021,Istinye Park
I106417,C225979,Female,55,Shoes,1,600.17,Credit Card,25-10-2021,Metropol AVM
I106419,C121089,Female,62,Clothing,5,1500.4,Credit Card,10-05-2022,Mall of Istanbul
I106422,C291020,Female,61,Clothing,3,900.24,Debit Card,15-02-2022,Kanyon
I106424,C279229,Female,18,Shoes,4,2400.68,Cash,11-05-2022,Mall of Istanbul
I106426,C335991,Female,31,Clothing,3,900.24,Credit Card,31-08-2021,Mall of Istanbul
I106430,C206289,Male,35,Shoes,1,600.17,Credit Card,23-02-2023,Mall of Istanbul
I106436,C626072,Female,28,Shoes,4,2400.68,Debit Card,12-10-2022,Istinye Park
I106441,C926781,Male,18,Cosmetics,5,203.3,Credit Card,30-11-2022,Zorlu Center
I106449,C277094,Female,41,Clothing,3,900.24,Cash,12-10-2021,Istinye Park
I106456,C203969,Male,54,Cosmetics,5,203.3,Cash,22-02-2021,Mall of Istanbul
I106457,C427152,Female,35,Cosmetics,5,203.3,Cash,02-01-2023,Zorlu Center
I106463,C207835,Female,34,Technology,2,2100,Cash,27-11-2021,Metrocity
I106464,C213061,Female,24,Clothing,5,1500.4,Debit Card,28-04-2022,Mall of Istanbul
I106468,C300105,Male,23,Toys,5,179.2,Cash,28-11-2022,Kanyon
I106469,C202260,Female,33,Toys,3,107.52,Cash,05-01-2023,Istinye Park
I106470,C293605,Male,35,Toys,2,71.68,Cash,18-07-2021,Metropol AVM
I106476,C119483,Female,58,Food & Beverage,2,10.46,Credit Card,25-05-2021,Mall of Istanbul
I106477,C266401,Male,27,Cosmetics,1,40.66,Cash,07-10-2021,Metrocity
I106480,C293536,Female,26,Cosmetics,2,81.32,Cash,20-11-2021,Metrocity
I106483,C275749,Female,40,Food & Beverage,4,20.92,Credit Card,18-01-2021,Mall of Istanbul
I106485,C100078,Male,64,Books,2,30.3,Debit Card,01-12-2022,Metropol AVM
I106487,C128857,Male,55,Shoes,4,2400.68,Debit Card,21-07-2021,Kanyon
I106496,C642750,Male,35,Food & Beverage,1,5.23,Credit Card,22-02-2021,Metrocity
I106501,C311068,Male,60,Clothing,3,900.24,Credit Card,22-12-2022,Mall of Istanbul
I106510,C157215,Male,61,Cosmetics,3,121.98,Cash,23-04-2021,Metrocity
I106511,C910167,Female,50,Clothing,3,900.24,Debit Card,12-01-2021,Metropol AVM
I106512,C544519,Male,48,Cosmetics,4,162.64,Cash,18-09-2022,Istinye Park
I106513,C385013,Male,55,Cosmetics,5,203.3,Cash,05-08-2021,Viaport Outlet
I106514,C460358,Female,65,Clothing,2,600.16,Cash,15-01-2023,Kanyon
I106515,C327389,Male,33,Cosmetics,5,203.3,Cash,20-06-2021,Mall of Istanbul
I106518,C188088,Female,47,Shoes,3,1800.51,Credit Card,17-03-2021,Viaport Outlet
I106520,C690319,Female,19,Food & Beverage,1,5.23,Cash,22-05-2022,Viaport Outlet
I106523,C122858,Female,49,Clothing,1,300.08,Cash,13-11-2021,Viaport Outlet
I106525,C117799,Male,64,Clothing,3,900.24,Credit Card,04-03-2022,Metrocity
I106538,C331783,Female,22,Cosmetics,2,81.32,Cash,20-05-2022,Kanyon
I106539,C212013,Male,32,Shoes,2,1200.34,Cash,01-08-2022,Istinye Park
I106543,C198489,Female,32,Cosmetics,5,203.3,Credit Card,22-03-2022,Metrocity
I106544,C189402,Male,28,Toys,5,179.2,Cash,22-02-2021,Kanyon
I106546,C119079,Female,34,Technology,2,2100,Credit Card,16-08-2022,Forum Istanbul
I106551,C625505,Female,29,Clothing,2,600.16,Cash,02-07-2022,Emaar Square Mall
I106557,C318322,Female,48,Toys,2,71.68,Credit Card,10-05-2021,Kanyon
I106559,C117053,Female,34,Clothing,5,1500.4,Credit Card,15-02-2023,Metrocity
I106566,C158009,Male,69,Toys,5,179.2,Cash,18-10-2022,Kanyon
I106570,C196168,Female,65,Food & Beverage,4,20.92,Cash,27-12-2021,Kanyon
I106573,C229148,Female,51,Cosmetics,4,162.64,Debit Card,30-01-2023,Kanyon
I106577,C130331,Female,50,Clothing,4,1200.32,Debit Card,11-03-2021,Kanyon
I106579,C109167,Male,26,Shoes,4,2400.68,Cash,27-12-2022,Kanyon
I106584,C935895,Female,57,Shoes,1,600.17,Cash,08-07-2022,Mall of Istanbul
I106587,C630983,Male,27,Food & Beverage,4,20.92,Debit Card,29-01-2023,Zorlu Center
I106589,C262029,Female,66,Cosmetics,2,81.32,Cash,16-12-2022,Mall of Istanbul
I106597,C111645,Female,60,Food & Beverage,5,26.15,Credit Card,11-12-2022,Zorlu Center
I106603,C238879,Male,46,Shoes,1,600.17,Cash,20-04-2021,Kanyon
I106605,C556606,Female,55,Toys,5,179.2,Cash,18-01-2022,Cevahir AVM
I106606,C217635,Male,65,Clothing,3,900.24,Credit Card,20-01-2021,Metrocity
I106608,C265765,Male,56,Shoes,1,600.17,Credit Card,12-07-2021,Emaar Square Mall
I106616,C257945,Female,27,Cosmetics,1,40.66,Credit Card,23-07-2022,Metrocity
I106621,C513333,Male,19,Shoes,3,1800.51,Credit Card,28-02-2022,Viaport Outlet
I106623,C284966,Male,43,Clothing,4,1200.32,Cash,18-05-2021,Viaport Outlet
I106625,C608814,Female,20,Clothing,2,600.16,Debit Card,25-06-2022,Istinye Park
I106626,C324443,Female,40,Shoes,1,600.17,Cash,12-04-2021,Emaar Square Mall
I106633,C135958,Female,27,Food & Beverage,3,15.69,Credit Card,29-06-2022,Mall of Istanbul
I106639,C320849,Female,36,Shoes,2,1200.34,Cash,17-08-2021,Kanyon
I106640,C136989,Male,58,Clothing,1,300.08,Cash,17-06-2022,Viaport Outlet
I106644,C155338,Female,57,Clothing,2,600.16,Cash,21-12-2022,Mall of Istanbul
I106645,C442510,Female,19,Shoes,4,2400.68,Cash,21-06-2022,Cevahir AVM
I106648,C974940,Female,50,Clothing,5,1500.4,Cash,09-07-2022,Cevahir AVM
I106650,C755349,Male,63,Souvenir,5,58.65,Credit Card,03-10-2021,Metrocity
I106653,C194934,Female,35,Books,5,75.75,Cash,12-07-2021,Zorlu Center
I106654,C149870,Male,25,Toys,3,107.52,Credit Card,13-01-2023,Kanyon
I106655,C152889,Female,58,Souvenir,5,58.65,Cash,30-05-2022,Kanyon
I106658,C100911,Female,47,Clothing,4,1200.32,Credit Card,03-07-2021,Mall of Istanbul
I106661,C200796,Female,21,Toys,5,179.2,Cash,23-12-2022,Istinye Park
I106663,C773814,Female,40,Food & Beverage,3,15.69,Cash,06-01-2023,Emaar Square Mall
I106667,C120590,Male,39,Clothing,3,900.24,Cash,17-12-2022,Emaar Square Mall
I106668,C174147,Male,37,Cosmetics,4,162.64,Cash,23-04-2022,Viaport Outlet
I106669,C495630,Female,59,Clothing,3,900.24,Credit Card,01-03-2022,Metropol AVM
I106670,C549695,Male,33,Food & Beverage,5,26.15,Debit Card,07-03-2023,Kanyon
I106674,C204279,Male,54,Clothing,2,600.16,Cash,27-02-2022,Kanyon
I106677,C258615,Male,51,Clothing,3,900.24,Debit Card,17-03-2022,Metropol AVM
I106681,C327735,Female,36,Clothing,2,600.16,Credit Card,25-04-2022,Kanyon
I106683,C723726,Male,27,Cosmetics,3,121.98,Credit Card,11-05-2022,Mall of Istanbul
I106684,C852957,Female,27,Cosmetics,5,203.3,Debit Card,30-03-2021,Mall of Istanbul
I106687,C335983,Male,20,Clothing,4,1200.32,Cash,05-01-2023,Metrocity
I106688,C184839,Female,25,Food & Beverage,5,26.15,Credit Card,23-06-2021,Forum Istanbul
I106691,C150594,Female,60,Clothing,4,1200.32,Cash,09-09-2021,Kanyon
I106694,C172877,Female,25,Clothing,1,300.08,Debit Card,18-06-2022,Forum Istanbul
I106696,C223444,Male,52,Toys,2,71.68,Debit Card,27-08-2021,Metropol AVM
I106699,C259773,Female,30,Cosmetics,4,162.64,Cash,18-09-2021,Metrocity
I106700,C996715,Female,22,Technology,4,4200,Debit Card,17-06-2021,Metropol AVM
I106701,C197008,Male,37,Shoes,2,1200.34,Credit Card,22-07-2022,Kanyon
I106705,C303728,Male,69,Clothing,5,1500.4,Credit Card,12-04-2022,Kanyon
I106707,C224400,Male,43,Toys,2,71.68,Credit Card,29-12-2022,Kanyon
I106708,C147011,Male,34,Clothing,5,1500.4,Credit Card,26-11-2021,Mall of Istanbul
I106711,C121316,Female,41,Clothing,1,300.08,Cash,31-01-2022,Zorlu Center
I106712,C322021,Female,57,Technology,4,4200,Cash,02-01-2021,Kanyon
I106716,C322551,Female,62,Clothing,1,300.08,Credit Card,09-02-2023,Metropol AVM
I106722,C256873,Male,51,Shoes,3,1800.51,Credit Card,28-12-2021,Emaar Square Mall
I106727,C224072,Female,28,Clothing,2,600.16,Credit Card,24-05-2022,Kanyon
I106729,C214135,Male,39,Toys,5,179.2,Credit Card,20-06-2021,Forum Istanbul
I106734,C221419,Female,21,Clothing,5,1500.4,Debit Card,09-07-2022,Istinye Park
I106735,C302768,Female,28,Toys,1,35.84,Debit Card,09-08-2021,Kanyon
I106737,C650113,Male,19,Toys,5,179.2,Cash,16-02-2023,Metropol AVM
I106738,C268382,Female,55,Clothing,1,300.08,Debit Card,18-10-2022,Metrocity
I106741,C204123,Female,27,Clothing,4,1200.32,Cash,08-01-2023,Forum Istanbul
I106742,C259310,Male,34,Toys,2,71.68,Credit Card,09-02-2023,Mall of Istanbul
I106743,C250539,Female,56,Books,2,30.3,Cash,27-09-2021,Emaar Square Mall
I106752,C279927,Female,45,Cosmetics,3,121.98,Credit Card,02-01-2022,Cevahir AVM
I106755,C487052,Male,65,Toys,1,35.84,Credit Card,20-09-2022,Kanyon
I106758,C175161,Female,64,Books,1,15.15,Credit Card,14-07-2022,Metrocity
I106761,C153074,Female,43,Food & Beverage,4,20.92,Credit Card,20-12-2021,Zorlu Center
I106765,C303659,Female,64,Technology,2,2100,Credit Card,09-04-2022,Viaport Outlet
I106766,C291611,Male,21,Cosmetics,5,203.3,Credit Card,12-04-2022,Metropol AVM
I106767,C301171,Male,20,Technology,3,3150,Credit Card,12-08-2021,Kanyon
I106769,C329470,Female,68,Technology,4,4200,Cash,28-01-2022,Cevahir AVM
I106771,C116515,Female,36,Clothing,2,600.16,Credit Card,28-06-2022,Emaar Square Mall
I106773,C253325,Female,68,Books,3,45.45,Cash,27-11-2022,Mall of Istanbul
I106775,C391465,Male,31,Toys,2,71.68,Cash,15-03-2022,Cevahir AVM
I106776,C307181,Male,61,Toys,1,35.84,Debit Card,04-05-2022,Kanyon
I106779,C844362,Female,42,Cosmetics,5,203.3,Cash,19-12-2022,Mall of Istanbul
I106781,C246086,Male,30,Cosmetics,4,162.64,Credit Card,09-01-2022,Cevahir AVM
I106793,C316527,Male,44,Books,4,60.6,Credit Card,14-06-2021,Mall of Istanbul
I106796,C102909,Female,53,Food & Beverage,5,26.15,Cash,08-05-2021,Kanyon
I106800,C899995,Male,18,Cosmetics,1,40.66,Debit Card,28-05-2022,Istinye Park
I106805,C153338,Female,55,Cosmetics,1,40.66,Debit Card,09-04-2021,Viaport Outlet
I106806,C104230,Female,21,Food & Beverage,1,5.23,Debit Card,31-07-2022,Metropol AVM
I106810,C321317,Female,54,Clothing,3,900.24,Cash,07-11-2021,Mall of Istanbul
I106812,C124832,Female,27,Souvenir,1,11.73,Cash,04-04-2022,Mall of Istanbul
I106816,C200307,Female,51,Cosmetics,5,203.3,Cash,08-01-2021,Metrocity
I106818,C200500,Male,49,Clothing,4,1200.32,Credit Card,10-06-2022,Emaar Square Mall
I106825,C798749,Female,39,Shoes,3,1800.51,Credit Card,12-08-2022,Metropol AVM
I106826,C308568,Male,54,Cosmetics,3,121.98,Credit Card,27-12-2021,Istinye Park
I106828,C128921,Male,60,Souvenir,4,46.92,Debit Card,04-11-2021,Metropol AVM
I106833,C306842,Female,47,Food & Beverage,5,26.15,Debit Card,04-09-2022,Metrocity
I106835,C144556,Female,46,Souvenir,4,46.92,Credit Card,24-09-2022,Viaport Outlet
I106838,C244085,Male,23,Clothing,3,900.24,Cash,07-02-2022,Metropol AVM
I106841,C145210,Male,62,Clothing,3,900.24,Debit Card,04-02-2022,Kanyon
I106847,C465605,Male,59,Food & Beverage,1,5.23,Credit Card,07-05-2021,Istinye Park
I106855,C103011,Male,38,Technology,4,4200,Debit Card,12-05-2022,Metrocity
I106860,C110523,Female,51,Food & Beverage,1,5.23,Cash,21-05-2022,Kanyon
I106861,C310653,Female,23,Technology,5,5250,Debit Card,01-03-2022,Emaar Square Mall
I106862,C102604,Male,63,Books,1,15.15,Credit Card,22-08-2021,Cevahir AVM
I106863,C613413,Female,38,Souvenir,4,46.92,Cash,03-10-2022,Metrocity
I106866,C246898,Female,51,Toys,4,143.36,Credit Card,10-01-2022,Zorlu Center
I106869,C330285,Male,27,Clothing,3,900.24,Credit Card,09-07-2022,Mall of Istanbul
I106873,C291850,Female,63,Food & Beverage,4,20.92,Credit Card,27-07-2022,Metropol AVM
I106875,C275257,Male,42,Shoes,1,600.17,Cash,24-10-2022,Zorlu Center
I106877,C142421,Female,56,Food & Beverage,2,10.46,Credit Card,26-06-2022,Metrocity
I106878,C424563,Male,51,Shoes,4,2400.68,Cash,27-03-2022,Metropol AVM
I106879,C337269,Female,58,Clothing,4,1200.32,Credit Card,04-03-2022,Cevahir AVM
I106885,C154619,Female,44,Cosmetics,4,162.64,Cash,30-04-2022,Mall of Istanbul
I106891,C189221,Male,67,Cosmetics,4,162.64,Credit Card,11-04-2022,Mall of Istanbul
I106894,C232404,Male,26,Food & Beverage,2,10.46,Credit Card,14-12-2021,Istinye Park
I106898,C164833,Female,65,Toys,3,107.52,Cash,12-01-2023,Mall of Istanbul
I106900,C939036,Male,58,Clothing,3,900.24,Cash,01-06-2021,Mall of Istanbul
I106905,C199249,Male,33,Cosmetics,3,121.98,Debit Card,29-03-2022,Metrocity
I106906,C173692,Male,31,Clothing,4,1200.32,Debit Card,04-01-2021,Zorlu Center
I106907,C380681,Male,26,Food & Beverage,2,10.46,Debit Card,03-01-2023,Kanyon
I106908,C197721,Female,30,Toys,1,35.84,Credit Card,25-02-2023,Mall of Istanbul
I106915,C289903,Male,27,Clothing,2,600.16,Cash,15-01-2021,Kanyon
I106916,C116934,Female,64,Clothing,1,300.08,Credit Card,29-10-2022,Cevahir AVM
I106923,C641830,Male,36,Cosmetics,1,40.66,Debit Card,22-10-2022,Kanyon
I106925,C212485,Female,25,Clothing,1,300.08,Cash,09-08-2021,Mall of Istanbul
I106927,C498327,Female,68,Clothing,5,1500.4,Debit Card,30-04-2022,Metrocity
I106928,C609146,Female,36,Food & Beverage,1,5.23,Cash,14-12-2021,Kanyon
I106931,C259362,Female,32,Food & Beverage,5,26.15,Credit Card,03-04-2021,Cevahir AVM
I106933,C109869,Female,30,Food & Beverage,4,20.92,Debit Card,19-03-2021,Metrocity
I106937,C625480,Female,61,Shoes,2,1200.34,Cash,01-11-2021,Kanyon
I106940,C624142,Male,52,Food & Beverage,5,26.15,Cash,01-08-2021,Mall of Istanbul
I106942,C217910,Female,20,Food & Beverage,3,15.69,Credit Card,07-12-2022,Metropol AVM
I106945,C258100,Male,55,Food & Beverage,1,5.23,Debit Card,17-02-2023,Viaport Outlet
I106952,C337973,Female,32,Cosmetics,2,81.32,Credit Card,07-11-2021,Kanyon
I106953,C169634,Male,58,Food & Beverage,1,5.23,Cash,02-01-2021,Forum Istanbul
I106955,C108713,Male,66,Toys,2,71.68,Credit Card,19-03-2021,Mall of Istanbul
I106962,C279328,Female,33,Shoes,3,1800.51,Credit Card,12-01-2022,Metrocity
I106968,C133126,Female,36,Souvenir,5,58.65,Cash,02-10-2022,Zorlu Center
I106977,C306799,Female,62,Books,2,30.3,Debit Card,19-05-2022,Mall of Istanbul
I106979,C174339,Female,41,Toys,2,71.68,Debit Card,09-07-2021,Metrocity
I106980,C184933,Female,51,Clothing,1,300.08,Cash,27-02-2023,Zorlu Center
I106983,C240249,Female,50,Food & Beverage,1,5.23,Cash,17-04-2022,Mall of Istanbul
I106986,C199991,Male,23,Souvenir,3,35.19,Credit Card,06-12-2022,Cevahir AVM
I106991,C158579,Male,67,Technology,2,2100,Cash,18-01-2022,Metrocity
I106992,C351925,Male,48,Toys,3,107.52,Credit Card,07-02-2021,Metropol AVM
I106995,C124945,Female,22,Clothing,2,600.16,Cash,17-06-2022,Kanyon
I106997,C258621,Male,39,Clothing,2,600.16,Credit Card,31-03-2022,Viaport Outlet
I106998,C268144,Male,58,Clothing,1,300.08,Credit Card,19-10-2022,Kanyon
I107001,C537467,Male,61,Technology,5,5250,Cash,09-09-2021,Mall of Istanbul
I107003,C255361,Female,69,Shoes,2,1200.34,Credit Card,06-07-2021,Kanyon
I107004,C302692,Male,48,Clothing,4,1200.32,Cash,15-07-2021,Zorlu Center
I107008,C269921,Female,67,Clothing,1,300.08,Credit Card,11-02-2021,Kanyon
I107012,C179250,Male,29,Clothing,2,600.16,Credit Card,21-05-2021,Mall of Istanbul
I107014,C261310,Male,60,Books,5,75.75,Cash,04-01-2023,Metrocity
I107015,C828819,Female,30,Cosmetics,2,81.32,Cash,01-02-2023,Kanyon
I107016,C246392,Male,41,Clothing,5,1500.4,Debit Card,06-09-2022,Viaport Outlet
I107028,C187399,Female,57,Clothing,4,1200.32,Cash,08-12-2021,Zorlu Center
I107032,C493329,Female,38,Food & Beverage,5,26.15,Cash,18-10-2021,Metrocity
I107033,C245909,Male,24,Clothing,2,600.16,Cash,25-05-2021,Metrocity
I107034,C278425,Female,63,Clothing,1,300.08,Credit Card,25-06-2021,Emaar Square Mall
I107035,C783776,Female,46,Cosmetics,4,162.64,Credit Card,26-05-2022,Viaport Outlet
I107037,C299847,Female,42,Cosmetics,5,203.3,Cash,28-11-2022,Viaport Outlet
I107038,C773448,Female,32,Clothing,3,900.24,Credit Card,20-07-2022,Metropol AVM
I107042,C189795,Female,49,Food & Beverage,3,15.69,Debit Card,31-07-2021,Zorlu Center
I107047,C234210,Male,20,Books,4,60.6,Credit Card,05-03-2023,Kanyon
I107048,C260382,Male,32,Technology,1,1050,Credit Card,03-04-2022,Mall of Istanbul
I107054,C230921,Female,49,Clothing,1,300.08,Credit Card,24-07-2022,Cevahir AVM
I107057,C269540,Female,57,Food & Beverage,3,15.69,Credit Card,01-11-2021,Mall of Istanbul
I107064,C864821,Male,22,Food & Beverage,1,5.23,Cash,13-02-2022,Metropol AVM
I107065,C909027,Male,42,Cosmetics,2,81.32,Credit Card,21-04-2022,Forum Istanbul
I107066,C334843,Male,45,Clothing,1,300.08,Debit Card,05-11-2021,Forum Istanbul
I107067,C151576,Female,27,Toys,1,35.84,Cash,09-02-2022,Cevahir AVM
I107070,C221336,Female,50,Clothing,4,1200.32,Cash,10-03-2022,Viaport Outlet
I107071,C106043,Female,40,Clothing,4,1200.32,Credit Card,28-01-2022,Metropol AVM
I107074,C120686,Male,57,Shoes,5,3000.85,Cash,19-11-2021,Emaar Square Mall
I107080,C832756,Female,19,Clothing,3,900.24,Cash,03-10-2022,Istinye Park
I107083,C691103,Female,42,Clothing,4,1200.32,Cash,11-06-2021,Metrocity
I107090,C126397,Female,42,Clothing,4,1200.32,Credit Card,24-04-2022,Viaport Outlet
I107093,C142640,Female,51,Technology,2,2100,Credit Card,16-03-2022,Metropol AVM
I107095,C477532,Male,45,Food & Beverage,5,26.15,Cash,21-10-2022,Metropol AVM
I107099,C302756,Female,39,Souvenir,3,35.19,Cash,25-10-2022,Metrocity
I107107,C245173,Male,52,Clothing,5,1500.4,Cash,01-01-2023,Mall of Istanbul
I107109,C123490,Male,46,Food & Beverage,1,5.23,Cash,03-01-2022,Metrocity
I107113,C244097,Male,38,Shoes,1,600.17,Credit Card,08-06-2022,Emaar Square Mall
I107116,C275827,Male,59,Food & Beverage,3,15.69,Debit Card,21-07-2021,Istinye Park
I107119,C233215,Female,48,Clothing,5,1500.4,Credit Card,17-01-2023,Mall of Istanbul
I107120,C211441,Female,51,Clothing,3,900.24,Cash,09-07-2021,Metrocity
I107121,C234209,Male,68,Cosmetics,2,81.32,Credit Card,07-04-2021,Kanyon
I107122,C315394,Male,41,Food & Beverage,3,15.69,Debit Card,18-11-2021,Kanyon
I107123,C416352,Male,20,Clothing,4,1200.32,Cash,10-09-2021,Kanyon
I107124,C289181,Female,51,Food & Beverage,4,20.92,Credit Card,09-10-2022,Mall of Istanbul
I107126,C270507,Female,41,Toys,2,71.68,Debit Card,02-04-2021,Istinye Park
I107127,C723919,Male,64,Cosmetics,3,121.98,Credit Card,28-08-2022,Metropol AVM
I107128,C167841,Female,23,Technology,5,5250,Cash,06-02-2023,Metropol AVM
I107133,C160888,Female,46,Shoes,4,2400.68,Cash,08-10-2021,Cevahir AVM
I107136,C129110,Female,26,Clothing,4,1200.32,Cash,23-10-2021,Istinye Park
I107137,C548008,Male,61,Books,5,75.75,Debit Card,26-11-2021,Istinye Park
I107139,C187011,Male,32,Shoes,4,2400.68,Cash,14-02-2022,Cevahir AVM
I107142,C261131,Female,55,Shoes,4,2400.68,Cash,31-12-2022,Kanyon
I107143,C252490,Male,37,Clothing,1,300.08,Debit Card,10-10-2022,Mall of Istanbul
I107144,C852364,Female,23,Clothing,4,1200.32,Debit Card,22-08-2022,Emaar Square Mall
I107149,C146248,Male,21,Food & Beverage,2,10.46,Cash,23-01-2023,Kanyon
I107154,C303372,Female,69,Cosmetics,1,40.66,Debit Card,10-09-2021,Metrocity
I107158,C150915,Female,32,Clothing,4,1200.32,Credit Card,04-10-2021,Metropol AVM
